Name,Total-Rate,Worth-Ratio,Phone,City,Region,Street,Quality-Rate,Service-Rate,Decoration-Rate,free internet,hookah,cigarettes,parking-lot,Pose,Free-Delivery,View,BreakFast,Outdoor,Live-Music,Sum-Of-Featurs,Time-Open,Time-Close
کایسر,0,0,2122290380,تهران,نياوران,"اميرسليمانى،روبروی فرهنگسرای امام خمینی",0,0,0,0,1,1,1,1,0,0,1,1,0,6,10:00,23:00
شاپرک (جمهوری),0,0,2166913860,تهران,میدان جمهوری, نبش خیابان ارومیه,0,0,0,0,1,1,0,1,0,0,0,0,0,3,10:30,23:00
رکورد,0,0,2188573317,تهران,شهرک غرب,"فاز۱،خیابان ایران زمین،مرکز خرید گلستان،حیاط شرقی پلاک ۲۶",0,0,0,1,1,1,1,1,0,0,1,1,0,7,10:00,23:00
سیاه و سفید,0,0,2133636280,تهران,شهرری," میدان نماز، خیابان دیلمان شمالی، خیابان ایثار، پلاک ۱۶",0,0,0,1,1,0,0,1,0,0,1,0,0,4,11:00,23:00
نیوان,0,0,9191251920,تهران,بلوار میرداماد," پاساژ رز، طبقه دوم",0,0,0,1,1,1,1,1,0,0,0,0,0,5,9:00,23:00
بهروزان,0,0,2177927158,تهران,تهران پارس," خیابان بهار، نبش علی پور",0,0,0,0,1,0,0,1,0,0,0,0,0,2,10:00,23:00
پرسه در پراگ,0,0,2186090112,تهران,شهرک غرب,"میدان صنعت،ابتدای خیابان سیمای ایران،ورودی پارکینگ مجتمع تجاری پلاتین،جنب هایپرمی،حیاط مرکزی",0,0,0,0,0,0,1,1,0,0,1,1,0,4,10:00,23:00
شربت خانه,0,0,9100333537,تهران,بازار بزرگ ایران مال,طبقه G2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,9:00,23:00
خانه پهلوان رزاز,0,0,2136833892,تهران,خیابان  امیرکبیر," کوچه جاویدی، پلاک۳۸",0,0,0,0,0,0,1,1,0,0,1,1,0,4,8:00,23:00
لوتوس,0,0,2126150421,تهران,آجودانیه,"مجتمع تجاری عرش آجودانیه،طبقه دوم پلاک 154",0,0,0,0,0,0,1,1,1,0,0,0,0,3,11:00,23:00
مومنتو,0,0,0,تهران,باملند," ورودی A بلوک A، طبقه 2",0,0,0,1,0,0,1,1,0,0,0,0,0,3,12:00,23:00
سورا,0,0,2144927217,تهران,شیخ فضل الله جنوب,"خیابان سازمان آب،بعد از چهارراه اول، روبروی پارک شاهین",0,0,0,0,0,1,0,1,0,0,1,1,0,4,12:00,23:00
کلاویه,0,0,2188882974,تهران,گاندی جنوبی," مرکز‌ خرید گاندی ، پلاک‌۱۶",0,0,0,0,0,0,0,1,0,0,0,1,0,2,12:00,23:00
دلیت,0,0,2188373032,تهران,شهرک غرب,"بلوارفرحزادی،بلوار نورانی،پلاک52",0,0,0,0,0,0,0,1,0,0,0,1,0,2,12:30,23:00
مستقل,0,0,2188313639,تهران,خردمند شمالی,"کوچه دهم،پلاک ۹",0,0,0,0,0,1,0,1,0,0,0,1,0,3,12:00,23:00
بین الملل,0,0,2188783259,تهران,ونک," ابتدای خیابان ملاصدرا ،خیابان پردیس، شماره19",0,0,0,0,0,0,0,1,0,0,1,0,0,2,9:00,23:00
کلاویه,0,0,9388538731,تهران,شهرك غرب,"بلوار فرحزادى،خيابان عباسى انارى ،پاساژ آريا ،واحد ٨ ‏",0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
لوک,0,0,2122074794,تهران,سعادت آباد," بالاتر از میدان کاج ، خیابان
هشتم(یعقوبی) ، خیابان مجد ، پلاک ۲۲",0,0,0,0,0,0,0,1,0,0,1,1,0,3,8:00,23:00
برافتو,0,0,2122038600,تهران,خیابان ولیعصر," روبروی‌پارک ملت، کوچه انصاری،مجاور پارکینگ برج ملت،پلاک ۸۷",0,0,0,0,0,0,0,1,1,0,0,1,0,3,11:00,23:00
وانتد,0,0,2188495477,تهران,خیابان بهار شمالی," خیابان ورکش، پلاک۱۷/۱",0,0,0,0,0,0,0,1,0,0,0,1,0,2,11:00,23:00
دییر فکتوری,0,0,2188816378,تهران,خیابان انقلاب,"جنب خیابان آذرنوش،پلاک549",0,0,0,0,0,0,0,1,0,0,0,0,0,1,7:30,23:00
ریوا,0,0,2186091051,تهران,شهرک غرب,"مجتمع تجاری پلاتین،طبقه اول",0,0,0,0,0,1,0,1,0,0,0,1,0,3,11:00,23:00
ام,0,0,2126372792,تهران,فرشته," خیابان آقابزرگی، پلاک 21",0,0,0,0,0,0,0,1,0,0,1,0,0,2,11:00,23:00
لوکادونات (نیاوران),0,0,91091009,تهران,نیاوران,"مژده. میری،عرفانی،پلاک ۱۷",0,0,0,0,0,0,0,1,0,0,1,0,0,2,7:30,23:00
لوکادونات (سعادت آباد),0,0,91091009,تهران,‎سعادت آباد," پایین تر از ميدان فرهنگ، پلاك٣٧",0,0,0,0,0,0,0,1,1,0,1,0,0,3,8:00,23:00
برانچ تو,0,0,2122144905,تهران,میرعماد,"کوچه دوم،پلاک22",0,0,0,0,0,0,0,1,1,0,1,0,0,3,8:00,23:00
سیتو,0,0,2177880888,تهران,تهرانپارس,حدفاصل فلکه اول و سه راه,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,23:00
فلسفه,0,0,2166981267,تهران,خیابان نوفل لوشاتو," نرسیده به ولیعصر، کاشی 87",0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,23:00
کارگاه سفالگری کوره,0,0,2186090174,تهران,شهرک غرب,"مجتمع تجاری پلاتین،طبقه منفی یک،جنب هایپرمی",0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:30,23:00
کارزین (باشگاه انقلاب),0,0,2126216377,تهران,مجموعه فرهنگی ورزشی انقلاب,کلوپ صخره‌نوردی,0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:00,23:00
کارزین (شهرک غرب),0,0,9046313850,تهران,شهرک غرب,"ایران زمین،باغ راه فدک",0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:00,23:00
رابو,0,0,2188082597,تهران,شهرک غرب," بلوار دریا، بیست و یک متری گلها، نبش توحید پنجم",0,0,0,0,0,0,0,1,1,0,0,1,0,3,12:00,23:00
ابتدا,0,0,9354381886,تهران,ولیعصر," بالاتر از میدان ولیعصر، کوچه فرخی ، پلاک ۳۵",0,0,0,0,0,1,0,1,0,0,1,1,0,4,12:00,23:00
مُ,0,0,2122861934,تهران,خواجه عبدالله,"روبروی کوچه13،مجتمع اختر",0,0,0,0,0,0,0,1,1,0,0,0,0,2,7:30,23:00
بوتیک هتل نظامیه,0,0,2175904,تهران,ميدان بهارستان,"خيابان نظاميه،كوچه اصالت،بنبست پنجم",0,0,0,0,0,0,0,1,0,0,1,1,0,3,9:00,23:00
توشات,0,0,2188967962,تهران,بلوارکشاورز," خیابان قدس، نرسیده‌ به‌ ایتالیا، کوچه‌ اَمیرشاهی، پلاک 7",0,0,0,0,0,1,0,1,0,0,1,1,0,4,10:00,23:00
وانیا,0,0,2188430913,تهران,خیابان‌شریعتی‌,"خیابان‌ملک‌،پلاک‌۲۵",0,0,0,0,0,0,0,1,0,0,0,1,0,2,9:00,23:00
سرای ارغوان,0,0,2177401340,تهران,خیابان پیروزی," خیابان اول نیروی هوایی، پلاک3/2",0,0,0,0,0,1,0,1,0,0,1,0,0,3,10:30,23:00
داج,0,0,2144285411,تهران,اشرفی اصفهانی شمال,"بعد از پل حکیم،مجتمع تجاری هامون،پلاک51",0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:00,23:00
رد (بال تی),0,0,9017554083,تهران,شهرک غرب," بلوار دادمان، خیابان درختی، انتهای بلوار سپهر، کنارگذر یادگار، پلاک ۲۰۸/۱",0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
آلسو,0,0,2188895505,تهران,خیابان حافظ,"روبروی مدرسه البرز،نبش بن بست حیات",0,0,0,0,0,1,0,1,0,0,1,0,0,3,8:00,23:00
عمارت باران,0,0,0,تهران,اندرزگو,"خیابان سلیمانی غربی،پلاک ۱۱۹",0,0,0,0,0,1,0,1,1,0,1,1,0,5,9:00,23:00
رزت,0,0,2122062233,تهران,سعادت آباد," علامه شمالی ، هجدهم غربی ، پلاک ۵۵",0,0,0,1,0,0,0,1,1,0,1,1,0,5,9:30,23:00
سنترال,0,0,2188317114,تهران,سهروردي جنوبي,"خيابان برادران نوبخت ، جنب اتو آرمه ،پلاك ١٧",0,0,0,0,0,1,0,1,1,0,1,1,0,5,8:30,23:00
گرین بین,0,0,2188342126,تهران,خیابان انقلاب, بعد از میدان فردوسیحد فاصل رامسر و موسوی کوچه اذرنوش,0,0,0,0,0,0,0,1,0,0,1,0,0,2,9:00,23:00
فکرکده (اُپال),0,0,2122386782,تهران,سعادت آباد,"بلوار کوهستان،مجتمع تجاری اُپال،طبقه4",0,0,0,0,0,0,0,1,0,0,0,0,0,1,10:30,23:00
اُبژه,0,0,2188042079,تهران,بزرگراه کردستان,"خیابان زاینده رود غربی، پلاک ۱ (مجتمع پارک پرنس)، طبقه همکف، واحد۱۴",0,0,0,0,0,0,0,1,1,0,1,0,0,3,9:00,23:00
پنسو,0,0,2186126182,تهران,بلوار کشاورز, نبش خیابان 16 آذر,0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:00,23:00
هاگ,0,0,21261212820,تهران,نیاوران," خیابان امیدوار، نبش کوچه پانزدهم",0,0,0,0,0,1,0,1,0,0,1,1,0,4,10:00,23:00
یارد,0,0,2188614998,تهران,مجتمع آ اس پ,"اس،پ واحد تجاری40",0,0,0,0,0,0,0,1,1,0,1,0,0,3,9:00,23:00
گریفین,0,0,2188816512,تهران,خیابان کریمخان زند," خیابان خردمند جنوبی، پلاک ۷۱",0,0,0,0,0,0,0,1,0,0,0,0,0,1,7:30,23:00
هومان,0,0,2122276206,تهران,میرداماد," خیابان سنجابی،میدان مینا ،پلاک ۳،مجموعه شهرکتاب مینا",0,0,0,0,0,0,0,1,0,0,0,1,0,2,9:00,23:00
صفر هشت,0,0,2122283828,تهران,فرمانیه,"دیباجی شمالی،پلاک ۷۲",0,0,0,0,0,0,0,1,0,0,0,0,0,1,8:30,23:00
بیکری روستار,0,0,2126455478,تهران,اقدسیه,"نبش خیابان فیرزو بخش،جنب سفارت چین،مجتمع تجاری آوا سنتر،طبقه منفی ۲",0,0,0,0,0,0,0,1,0,0,1,0,0,2,9:00,23:00
کارول (اندرزگو),0,0,2122215739,تهران,بلوار کاوه," ابتدای بلوار اندرزگو، پلاک ۱۳۸",0,0,0,0,0,0,0,1,0,0,0,0,0,1,9:00,23:00
سوییت بار,0,0,2133519430,تهران,بزرگراه شهید محلاتی,"حد فاصل پُل ری و پُل آهنگ،پلاک ۳۳۸",0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
مزون,0,0,2122765436,تهران,دروس," میدان هدایت، خیابان شادلو، خیابان کماسایی، پلاک۴۷",0,0,0,0,0,0,0,1,1,0,1,0,0,3,8:00,23:00
چهل,0,0,2188095152,تهران,سعادت آباد," خیابان ۳۸، نبش تقاطع نبی اکرم و خیابان ۴۰",0,0,0,0,0,0,0,1,0,0,1,1,0,3,8:30,23:00
نون,0,0,2166756044,تهران,خیابان حافظ, روبروی تالار وحدت,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10:00,23:00
یاسمینا,0,0,2188688629,تهران,سعادت آباد,"نبش نفيسي غربي (٢٣)،پلاك ٧٢/١",0,0,0,0,0,0,0,1,1,0,0,1,0,3,12:30,23:00
یاسرخان,0,0,2188059435,تهران,خیابان ملاصدرا,"خیابان شیراز شمالی،پلاک۱۳۱",0,0,0,0,0,0,0,1,1,0,0,0,0,2,10:30,23:00
بنیز,0,0,0,تهران,فرشته,"خیابان آقا بزرگی،خیابان صحرا،پلاک27",0,0,0,0,0,0,0,1,0,0,0,0,0,1,8:00,23:00
مارول,0,0,2177531368,تهران,خیابان شریعتی," پایین تر از سراه طالقانی، نرسیده به چهارراه سمیه، پلاک ۱۱۴/۱",0,0,0,0,0,0,0,1,0,0,1,0,0,2,9:00,23:00
چکاد,0,0,2188624741,تهران,خیابان یوسف آباد,"خیابان شصت و چهارم، مجتمع تجاری، مسکونی ASP،واحد تجاری ۳۴",0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,23:00
دوپیو,0,0,2188919170,تهران,ولیعصر, تقاطع زردتشت نبش کوچه نوربخش,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,23:00
جهرمی,0,0,0,تهران,خیابان وحدت اسلامی (شاپور), قبل از میدان شاپور پلاک 586,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
برد (مطهری),0,0,2188867924,تهران,خیابان مطهری," نرسیده به خیابان سهروردی، ساختمان شماره ۱۲۰، طبقه منفی یک",0,0,0,1,0,0,0,1,0,0,0,0,0,2,16:30,23:00
تخت جمشید (سیدخندان),0,0,2188511119,تهران,خیابان شریعتی, ضلع جنوب پل سیدخندان پلاک ۱۸,0,0,0,1,0,0,0,1,0,0,0,0,0,2,11:30,23:00
شاین (مجتمع طوبی),0,0,2146088893,تهران,چیتگر,بلوار کوهک مجتمع تجاری طوبی,0,0,0,0,0,0,0,1,1,0,0,1,0,3,12:00,23:00
کانسپت,0,0,21,تهران,خیابان انقلاب," خیابان رازی ، نبش پارک دانشجو",0,0,0,0,0,0,0,1,0,0,0,0,0,1,9:00,23:00
دوناتو (پاسداران),0,0,2122564738,تهران,پاسداران,"دروس،خیابان هاتف اصفهانی،نبش کوچه جواهری ،پلاک ۷",0,0,0,0,0,0,0,1,1,0,0,0,0,2,10:00,23:00
ریکوتا,0,0,2188094633,تهران,سعادت آباد,"بلوار دریا،خیابان رامشه،نبش توحید یکم",0,0,0,1,0,0,0,1,1,0,1,0,0,4,7:00,23:00
سالیز (فلکه دوم تهرانپارس),0,0,2177763411,تهران,فلکه د,"م تهرانپارس پاساژ  پارسیان، بالکن سمت راست",0,0,0,1,0,0,0,1,1,0,0,0,0,3,11:00,23:00
سالیز (فرجام),0,0,2177763411,تهران,تهرانپارس," فرجام ، نبش عادل جنوبی",0,0,0,1,0,0,0,1,1,0,0,0,0,3,7:00,23:00
زرافه (تهرانپارس),0,0,2177964767,تهران,تهرانپارس شرقی," میدان رهبر ، ابتدای خیابان زهدی ، کوچه روشن شرقی",0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:30,23:00
مینگو,0,0,2166563877,تهران,میدان انقلاب اسلامی," خیابان کارگر شمالی، بالاتر از خیابان نصرت",0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
چوبیک (عرش آجودانیه),0,0,9125062720,تهران,عرش آجودانیه,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,23:00
هیزم,0,0,2122508749,تهران,بزرگراه رسالت," بین کرد و کرمان، خیابان برادران محمودی (لاهیجانی)، پلاک 20",0,0,0,1,0,1,0,1,1,0,1,0,0,5,7:30,23:00
بیژن,0,0,9121770215,تهران,کریمخان زند,"میرزای شیرازی اول، کوچه ۴،پلاک۲",0,0,0,1,0,1,0,1,1,0,0,0,0,4,10:00,23:00
اوژن,0,0,2188732633,تهران,عباس آباد (بهشتی ),"بعد از مترو سهروردی،جنب خیابان یوسفی پلاک ۱۷۹",0,0,0,1,0,0,0,1,1,0,1,0,0,4,7:30,23:00
عتیق,0,0,2188048166,تهران,میدان شیخ بهایی, برج آفتاب,0,0,0,1,0,0,0,1,0,0,1,0,0,3,8:00,23:00
مدائن,8.4,4,2122252420,تهران,خیابان ظفر شرقی," خیابان فرید افشار، بلوار آرش شرقی، پلاک ۴۴",4,4,3,0,1,0,1,0,0,1,0,0,0,3,10:00,23:30
بام ری,8,4,2155967000,تهران,خیابان فداییان اسلام," صدمتر مانده به میدان اصلی شهرری،",4,4,4,1,0,0,0,1,1,1,0,1,0,5,11:00,23:30
آلموند,7.8,4,2188603988,تهران,یوسف اباد," خیابان 64، بعد از پل کردستان",4,4,4,1,0,0,1,1,0,0,1,0,0,4,9:30,23:30
آریا,0,0,2144452755,تهران,‏‎جنت آباد مركزي,روبروي برج طوبي,0,0,0,1,0,0,0,1,1,0,0,0,0,3,11:00,23:30
همرا,0,0,2122893990,تهران,پاسداران," خیابان ناطق نوری، میدان‌قبا، ضلع
شمالی ساختمان فرهنگسرا، جنب‌پارک زمرد",0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,23:30
هرما,0,0,9122369902,تهران,کنارگذر کریمخان(به سمت هفت‌تیر)," بین قرنی و ایرانشهر، پلاک۱۹۰",0,0,0,0,0,0,0,1,0,0,1,1,0,3,10:00,23:30
بناک,6.7,0,2188495311,تهران,امجدیه," بهارشمالی ، بالاتر از ورزنده ، کوچه مخبرالملک ، پلاک ۴",0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:30,23:30
جیلیز ویلیز (پل رومی),0,0,2135075,تهران,خیابان شریعتی," بعد از پل صدر، نرسیده به پل رومی، پلاک 1786",0,0,0,0,1,0,1,1,0,0,0,0,0,3,11:30,23:30
لانژ 12,0,0,2122555100,تهران,پاسداران," پایدارفرد ، بین بوستان چهارم و پنجم ، پلاک ۱۲",0,0,0,0,1,1,0,1,0,0,0,1,0,4,12:00,23:30
ژینرپلاس,0,0,2122017817,تهران,خیابان ولیعصر," نرسیده به پارک وی، خیابان قریشی (تورج)، پلاک 26",0,0,0,0,0,0,1,1,0,0,0,0,0,2,12:00,23:30
بلک باکس,0,0,2188815018,تهران,کریمخان,"ایرانشهر،کوچه استاد سمندریان،پلاک ۳۰",0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,23:30
رامان,0,0,2122114976,تهران,یادگارامام جنوب,"فرحزاد شمالی،رو به روی نمایندگی سایپا پلاک ۲۵",0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:30,23:30
خونه البرز,0,0,9123104263,تهران,خیابان انقلاب,"زیر پل کالج،کوچه البرز ۲ انتهای البرز ۱ پلاک ۳۲",0,0,0,0,0,1,0,1,0,0,1,1,0,4,9:00,23:30
برسین,0,0,2188577119,تهران,شهرک غرب,"میدان صنعت،ابتدای خیابان ایران زمین،پلاک7",0,0,0,0,0,0,0,1,0,0,1,0,0,2,7:30,23:30
آدیشه لانژ,0,0,2122381697,تهران,سعادت آباد," بلوار کوهستان، مرکز تجاری اپال، طبقه دهم",0,0,0,0,0,0,1,1,1,0,0,1,0,4,12:00,23:30
بلوکازا (شمس آباد),0,0,2122301030,تهران,شمس آباد,"ضلع جنوب شرقی میدان ملت،پلاک745",0,0,0,1,0,0,0,1,0,0,1,0,0,3,11:30,23:30
بلوکازا (قیطریه),0,0,2122245404,تهران,روبروی پارک قیطریه,"خیابان حداد،پلاک4",0,0,0,0,0,0,0,1,0,0,1,0,0,2,11:00,23:30
پازل,0,0,2188997114,تهران,خیابان فاطمی,روبروی هتل لاله,0,0,0,0,0,0,0,1,0,0,1,1,0,3,8:30,23:30
سرآشپز,0,0,2146086959,تهران,چیتگر," بلوار کوهک، مرکز خرید طوبی، آسانسور جنوبی، طبقه 5",0,0,0,0,1,0,1,1,1,0,0,0,1,5,12:00,23:30
تیسا لانژ,0,0,2122664161,تهران,جردن,"نبش آرش غربی،ساختمان اکسین،طبقه نهم",0,0,0,0,0,0,1,1,0,0,1,0,0,3,9:00,23:30
دیوکس,6.8,0,2166412840,تهران,خیابان ولیعصر,"بالاتر از چهار راه ولیعصر،خیابان بزرگمهر،نبش فریمان پلاک ۵۸",0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:00,23:30
لالچه,0,0,2126253796,تهران,کامرانیه شمالی," نبش شریفی ، ساختمان یاس کامرانیه ، پلاک ۸ ، طبقه۹",0,0,0,0,0,0,1,1,0,0,0,0,0,2,16:00,23:30
خانه اطلسی,0,0,2166975237,تهران,میدان فلسطین,"خیابان طالقانی غرب،خیابان سرپرست بن بست پارس",0,0,0,0,0,0,0,1,0,0,1,1,1,4,12:00,23:30
دیوا,8.1,0,2126547133,تهران,لواسان," بلوار امام خمینی، نبش بوستان اول",0,0,0,0,0,0,0,1,0,0,1,1,0,3,8:00,23:30
بورکا,0,0,2188028851,تهران,یوسف آباد,"جهان آرا ، بین کوچه ۱۶ و ۱۸",0,0,0,0,0,0,0,1,0,0,1,0,0,2,8:30,23:30
واحه,0,0,2188314971,تهران,کریمخان,"خیابان ایرانشهر،کوچه نوشهر،پلاک۳",0,0,0,0,0,1,0,1,0,0,1,0,0,3,8:00,23:30
سینان,2.4,1,2188230930,تهران,گیشا," انتهای خیابان پیروزی شرقی ، ضلع شمالی بوستان گفتگو ، مجموعه پذیرایی گفتگو",1,1,1,0,0,0,0,1,0,0,1,1,0,3,9:30,23:30
بال (جردن),0,0,91070635,تهران,جردن," نبش اسفندیار، ساختمان اکسین، طبقه دوم، فروشگاه جین وست",0,0,0,0,0,0,0,1,1,0,1,0,0,3,8:00,23:30
برد گیم عمارت فردوس,0,0,0,تهران,باغ فردوس," خیابان عارفی نسب،کوچه دلبر پلاک ۴",0,0,0,0,0,0,0,1,1,0,0,0,0,2,4:00,23:30
پانتون,0,0,2188209035,تهران,خیابان ونک,"خیابان کار و تجارت،پلاک ۳۵",0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,23:30
ذهن,0,0,2166469069,تهران,ولیعصر," روبه‌روی تئاتر شهر،کوچه پشن،پلاک۱۲",0,0,0,0,0,0,0,1,0,0,1,0,1,3,7:00,23:30
گالری راوی,0,0,2126454881,تهران,اقدسیه,"خیابان‌فیروزبخش،خیابان‌باستان،بعداز تقاطع اول،کوچه دستان ،پلاک۹",0,0,0,0,0,1,0,1,1,0,1,1,0,5,9:00,23:30
مایا,0,0,2188963232,تهران,میدان انقلاب,"خیابان کارگرشمالی،نرسیده به بلوارکشاورزپلاک1555",0,0,0,0,0,1,0,1,0,0,1,0,0,3,8:00,23:30
دم,0,0,2126208426,تهران,خیابان نلسون ماندلا,"کوچه عاطفی شرقی، پلاک۱۸",0,0,0,1,0,0,0,1,0,0,1,0,0,3,8:00,23:30
نیکی لانژ,0,0,9202193061,تهران,اندرزگو," سلیمانی غربی، خیابان واعظی، روبروی خیابان طوبایی",0,0,0,0,0,0,0,1,1,0,0,1,0,3,12:00,23:30
لینک (اندرزگو),8.1,3,2122670306,تهران,خيابان اندرزگو," خيابان سليمي جنوبي، خيابان نعمتي، پلاك ٣٤",5,5,5,0,0,0,0,1,0,0,0,0,0,1,11:00,23:30
ویگو,0,0,0,تهران,تجريش," ميدان قدس، ابتداى خيابان باهنر، پلاك ٥٧١",0,0,0,0,0,0,0,1,0,0,0,0,0,1,7:30,23:30
لوزان,8.1,0,9217260653,تهران,خیابان سپهبد قرنی," خیابان شاداب، پلاک ۵۲، جنب هتل قدس",0,0,0,0,0,0,0,1,0,0,1,0,0,2,6:00,23:30
عمارت پلاک 85,6,4,2186053695,تهران,یوسف آباد," خیابان شهید اکبری، روبروی سی و سوم، پلاک ۸۵",4,4,4,1,0,0,0,1,0,0,0,0,0,2,11:00,23:30
رادیو سیتی,2.4,0,2122179245,تهران,زعفرانیه," سه راه آصف،مجتمع تجاری بامیک",0,0,0,1,0,0,1,1,0,0,1,0,1,5,8:30,23:30
سینتیا,7.4,4,2126253102,تهران,فرمانیه,"نبش نارجستان چهارم،مجتمع ارتمیس،طبقه دوم",3,3,2,1,0,0,0,1,1,0,0,0,0,3,12:00,23:30
بیست و چهار,0,0,9123725424,تهران,سعادت آباد,"سرو غربي،١٨ متري مطهري،پلاك ١٢",0,0,0,1,0,0,0,1,1,0,0,0,0,3,11:00,23:30
تی یرا,8.1,5,2122550055,تهران,دروس," میدان هدایت، پلاک ۲۱",5,5,5,0,0,0,0,1,1,0,0,0,0,2,12:00,23:30
فلورانس,6.8,4,2144237788,تهران,مرزداران,"خیابان ابوالفضل،پلاک8",4,4,4,1,0,0,0,1,0,0,1,1,0,4,12:00,23:30
هورسان بیسترو,6.7,3,2122020072,تهران,جردن,"بالاتر از بلوار اسفندیار،نبش عاطفی غربی پلاک ۱۴۸",2,4,2,1,0,0,0,1,0,0,0,0,0,2,12:30,23:30
گالری هورا,6.7,0,2166465679,تهران,خیابان نوفل لوشاتو," خیابان رازی، بن بست زندوکیل، پلاک ۶",0,0,0,0,0,0,0,1,0,0,1,1,0,3,8:00,23:30
هتل ویستریا,0,0,2172071,تهران,تجریش," میدان قدس ،خیابان دربند ، نبش احمدی زمانی ، هتل ویستریا",0,0,0,1,0,0,1,1,0,0,1,0,0,4,8:00,23:30
خانه سرهنگ,7.4,4,0,تهران,انقلاب," میدان فردوسی، خیابان پارس، شماره ۲",3,4,4,0,0,0,0,1,0,0,0,0,0,1,11:30,23:30
بیترسوییت,8.4,5,2188998810,تهران,بلوار کشاورز," برج سامان، بلوک 1",4,4,5,0,0,0,0,1,0,0,1,0,0,2,9:00,23:30
کاسا دل,8.2,5,2177736003,تهران,فلکه اول تهرانپارس," امیری طائمه، پلاک 20،ط 1",5,5,4,1,1,1,0,1,1,0,1,1,0,7,9:00,23:30
گعده,0,0,99802768,تهران,خیابان طالقانی,"نرسیده به خیابان قرنی،روبروی هتل اطلس،پلاک ۲۹۸",0,0,0,1,1,1,0,1,0,0,0,0,1,5,11:00,23:30
افست,6.9,4,2166700666,تهران,خيابان انقلاب,نرسيده بين چهارراه وليعصر و پل كالج جنب رخت ايراني بته جقه پلاك ٩٧٤,4,4,3,1,0,0,0,1,0,0,0,1,0,3,9:30,23:30
دفینه,8.1,0,2177647478,تهران,دروازه شمیران, اول خ روشندلان پلاک 4,0,0,0,1,0,0,0,1,0,0,0,0,0,2,10:00,23:30
روکا لانژ,6.4,3,2140227002,تهران,فرمانیه,"نارنجستان هفتم (شهید جهانبخش‌نژاد)،مرکز خرید پارک سنتر،طبقه دوم.",3,3,2,1,0,0,1,1,0,0,0,1,0,4,8:30,23:30
ماها,8.2,5,2188073236,تهران,سعادت آباد,"بلوار دریا،انتهای خیابان رامشه،نبش کوچه مهرداد",5,4,5,1,0,0,0,1,0,0,1,1,0,4,9:00,23:30
چوگان,6.7,0,2188535677,تهران,پل سیدخندان,"خیابان میرمطهری،نرسیده به سهروردی، پلاک۹۰",0,0,0,1,1,1,0,1,0,0,0,0,0,4,11:00,23:30
نوا,7.5,5,2188610275,تهران,خیابان سئول,"میدان شیخ بهایی،پاساژ پارک سئول،پلاک ۵۱",5,5,5,1,0,1,0,1,0,0,0,1,0,4,11:00,23:30
گالری عمارت دل,7.9,4,9100775588,تهران,تقاطع خیابان فلسطین جنوبی و خیابان بزرگمهر,"روبروی سفارت فلسطین، پلاک ۳۵۶",4,3,4,0,0,1,0,1,0,0,0,1,0,3,9:00,23:30
ایستگاه (لاله),8.1,3,2188974098,تهران,خیابان کارگر شمالی," بازارچه سنتی لاله، پلاک ۱۳۹",4,4,4,0,0,1,0,1,0,0,0,1,0,3,9:00,23:30
علی کافه,6.7,0,2177249604,تهران,میدان هفت حوض," خیابان کمیجانی، جنب مهرانپور",0,0,0,0,0,0,0,1,0,0,0,0,0,1,9:00,23:30
شارونا,0,0,2188533412,تهران,سهروردى شمالى,"ميدان پاليزى،قندى غربى،نبش كوچه دوم،پلاك ٢١",0,0,0,0,1,1,0,1,1,0,0,0,0,4,11:00,23:30
طهران فارس,8.1,0,2177371166,تهران,تهرانپارس," بین فلکه سوم و چهارم ، نبش218غربی ، پلاک426",0,0,0,0,1,1,0,1,0,0,0,0,0,3,12:00,23:30
ساهی,0,0,2188914193,تهران,بالاتر از میدان ولیعصر," جنب سینما استقلال، داخل پاساژ، طبقه زیرزمین",0,0,0,0,1,1,0,1,0,0,0,0,0,3,10:30,23:30
آهون,7.7,4,2186037657,تهران,بلوار کشاورز," فلسطین جنوبی، نبش کوچه ذاکری",3,3,4,1,1,1,0,1,1,0,0,0,0,5,11:00,23:30
